run_id,origin,model,behavior,magnitude,stuck_polarity,start_ms,duration_ms,group,partition,profile,profile_json,target_updates_json,workload,seed,simulation_duration_ms,sensor_ramp_rise_ms,sensor_variation,initially_latent_stuck,profile_semantic_sha256,configuration_sha256
contract_0086,SENSOR_CONTROL,sensor_bias,permanent,-2.2,0,26700,0,contract_family_0,development-train,contract_profile_0086,"[{""ambient_temp_c"": 23.781799999999997, ""end_ms"": 15600, ""engine_load"": 0.27084613999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.781799999999997, ""end_ms"": 27000, ""engine_load"": 0.42697799999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.781799999999997, ""end_ms"": 27100, ""engine_load"": 0.1737912, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.781799999999997, ""end_ms"": 49000, ""engine_load"": 0.41431865999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.781799999999997, ""end_ms"": 76600, ""engine_load"": 0.26662636, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.781799999999997, ""end_ms"": 120000, ""engine_load"": 0.37212086, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,351953,120000,0,0:0:8600,0,ee247f44129a09e35d518635fcef8370a62ba926dca312771827f73ba5128228,9feee1efe09c957cc154cc8ece01d50ba419c8e62ac1897c7534af68d1e11084
contract_0087,SENSOR_CONTROL,sensor_bias,transient,2.2,0,27200,300,contract_family_0,development-train,contract_profile_0087,"[{""ambient_temp_c"": 23.783099999999997, ""end_ms"": 15600, ""engine_load"": 0.27086063, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.783099999999997, ""end_ms"": 27000, ""engine_load"": 0.42700099999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.783099999999997, ""end_ms"": 27100, ""engine_load"": 0.1738004, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.783099999999997, ""end_ms"": 49000, ""engine_load"": 0.41434097, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.783099999999997, ""end_ms"": 76600, ""engine_load"": 0.26664062, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.783099999999997, ""end_ms"": 120000, ""engine_load"": 0.37214086999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,351964,120000,0,0:0:8600,0,0dd68107c62693647f13c48075af7b94912e390676ac0b879b84c790f2ea266e,c2166d91c3718f7dcf0257987483078a56bf8afcec1e052681b9416e6ff351ff
contract_0088,SENSOR_CONTROL,sensor_bias,intermittent,2.2,0,27700,900,contract_family_0,development-train,contract_profile_0088,"[{""ambient_temp_c"": 23.784399999999998, ""end_ms"": 15600, ""engine_load"": 0.27087512, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.784399999999998, ""end_ms"": 27000, ""engine_load"": 0.427024, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.784399999999998, ""end_ms"": 27100, ""engine_load"": 0.1738096, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.784399999999998, ""end_ms"": 49000, ""engine_load"": 0.41436328, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.784399999999998, ""end_ms"": 76600, ""engine_load"": 0.26665488, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.784399999999998, ""end_ms"": 120000, ""engine_load"": 0.37216088, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,351975,120000,0,0:0:8600,0,e23a6bc4e4c5632512cd014d81902f1fcf04d72fbd88a28e3460ca4dcc2b9bb9,6899f85c6549e7ec82792563c96e868b22b240732043aa35ce7cb4978bdbbe26
contract_0089,SENSOR_CONTROL,sensor_bias,permanent,2.2,0,28200,0,contract_family_0,development-train,contract_profile_0089,"[{""ambient_temp_c"": 23.7857, ""end_ms"": 15600, ""engine_load"": 0.27088961, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.7857, ""end_ms"": 27000, ""engine_load"": 0.427047, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.7857, ""end_ms"": 27100, ""engine_load"": 0.17381880000000002, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.7857, ""end_ms"": 49000, ""engine_load"": 0.41438559, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.7857, ""end_ms"": 76600, ""engine_load"": 0.26666914, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.7857, ""end_ms"": 120000, ""engine_load"": 0.37218089, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,351986,120000,0,0:0:8600,0,4308d7d3a6f6cbad646139fa42cb96fcfa735dad0599c5d9f10389190abfc23a,3a8cfff4ed26e2e10d2c91a15e0572137ac9f84d25605361c89a580d2d353168
contract_0090,SENSOR_CONTROL,sensor_interface_intermittent,transient,0.3,0,24200,300,contract_family_0,development-train,contract_profile_0090,"[{""ambient_temp_c"": 23.787, ""end_ms"": 15600, ""engine_load"": 0.2709041, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.787, ""end_ms"": 27000, ""engine_load"": 0.42707, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.787, ""end_ms"": 27100, ""engine_load"": 0.173828, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.787, ""end_ms"": 49000, ""engine_load"": 0.4144079, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.787, ""end_ms"": 76600, ""engine_load"": 0.2666834, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.787, ""end_ms"": 120000, ""engine_load"": 0.3722009, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,351997,120000,0,0:0:8600,0,8de07fddc252e5fef6d6c25cb9fcdde33288773883bea5702bfa85ebec9ef919,a960fc46cc03607ce7d7a65d4c992e5d57cca47a568128c97ea6e3479045a694
contract_0091,SENSOR_CONTROL,sensor_interface_intermittent,intermittent,0.3,0,24700,900,contract_family_0,development-train,contract_profile_0091,"[{""ambient_temp_c"": 23.7883, ""end_ms"": 15600, ""engine_load"": 0.27091859, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.7883, ""end_ms"": 27000, ""engine_load"": 0.427093, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.7883, ""end_ms"": 27100, ""engine_load"": 0.17383720000000003, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.7883, ""end_ms"": 49000, ""engine_load"": 0.41443020999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.7883, ""end_ms"": 76600, ""engine_load"": 0.26669766, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.7883, ""end_ms"": 120000, ""engine_load"": 0.37222091, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,352008,120000,0,0:0:8600,0,16f01b1b3a35f56415b1a69f4824c5b8ac76ffac8320e11061a3a12b4cdc7c27,5c3e065002961aaa0034a56a27f2af8454f3d9ab7997648ceb042294b49d0b23
contract_0092,SENSOR_CONTROL,sensor_interface_intermittent,permanent,0.3,0,25200,0,contract_family_0,development-train,contract_profile_0092,"[{""ambient_temp_c"": 23.789599999999997, ""end_ms"": 15600, ""engine_load"": 0.27093308, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.789599999999997, ""end_ms"": 27000, ""engine_load"": 0.427116, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.789599999999997, ""end_ms"": 27100, ""engine_load"": 0.1738464, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.789599999999997, ""end_ms"": 49000, ""engine_load"": 0.41445252, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.789599999999997, ""end_ms"": 76600, ""engine_load"": 0.26671192, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.789599999999997, ""end_ms"": 120000, ""engine_load"": 0.37224092, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,352019,120000,0,0:0:8600,0,1135fab8d2095bd63880ab12f2342ff5c58300f1a2407fd6638bf8e26cc353fc,85c92ecde1179aed31126326005ddbddea388d369a661fd4d095ef91324b50b1
contract_0093,SENSOR_CONTROL,sensor_interface_intermittent,transient,0.45,0,25700,300,contract_family_0,development-train,contract_profile_0093,"[{""ambient_temp_c"": 23.790899999999997, ""end_ms"": 15600, ""engine_load"": 0.27094756999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.790899999999997, ""end_ms"": 27000, ""engine_load"": 0.427139, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.790899999999997, ""end_ms"": 27100, ""engine_load"": 0.1738556, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.790899999999997, ""end_ms"": 49000, ""engine_load"": 0.41447482999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.790899999999997, ""end_ms"": 76600, ""engine_load"": 0.26672618, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.790899999999997, ""end_ms"": 120000, ""engine_load"": 0.37226093, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,352030,120000,0,0:0:8600,0,0b659e7e98ff57f51a8d0d5868be197588022b221ba825b22d6681b2e9ba0af5,0f7796006925df4b6b9cc9178e5e2f662c45911b02c81935a42398fd586ad338
contract_0094,SENSOR_CONTROL,sensor_interface_intermittent,intermittent,0.45,0,26200,900,contract_family_0,development-train,contract_profile_0094,"[{""ambient_temp_c"": 23.792199999999998, ""end_ms"": 15600, ""engine_load"": 0.27096206, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.792199999999998, ""end_ms"": 27000, ""engine_load"": 0.427162, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.792199999999998, ""end_ms"": 27100, ""engine_load"": 0.1738648, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.792199999999998, ""end_ms"": 49000, ""engine_load"": 0.41449714, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.792199999999998, ""end_ms"": 76600, ""engine_load"": 0.26674043999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.792199999999998, ""end_ms"": 120000, ""engine_load"": 0.37228094, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,352041,120000,0,0:0:8600,0,b5434a31c9a7e61d89d61a88a24c45fe6ece30794b73b12b24be0c3f0ca5d04c,9e8b78d1d1dad6755a942abc4c3bc00471ad9666259e5d08f58c02b91042ec15
contract_0095,SENSOR_CONTROL,sensor_interface_intermittent,permanent,0.45,0,26700,0,contract_family_0,development-train,contract_profile_0095,"[{""ambient_temp_c"": 23.793499999999998, ""end_ms"": 15600, ""engine_load"": 0.27097655, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.793499999999998, ""end_ms"": 27000, ""engine_load"": 0.427185, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.793499999999998, ""end_ms"": 27100, ""engine_load"": 0.173874, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.793499999999998, ""end_ms"": 49000, ""engine_load"": 0.41451944999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.793499999999998, ""end_ms"": 76600, ""engine_load"": 0.2667547, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.793499999999998, ""end_ms"": 120000, ""engine_load"": 0.37230094999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,352052,120000,0,0:0:8600,0,5dae1e83fe806c931d29a0ab62dccfeb76f882b5d285eeae789339403ebe7378,fe8cff38c48edf4580e52dac6ff7c6670a67ddd4e43fa8f7ec90e4c0851c01d9
contract_0096,SENSOR_CONTROL,sensor_interface_intermittent,transient,0.7,0,27200,300,contract_family_0,development-train,contract_profile_0096,"[{""ambient_temp_c"": 23.7948, ""end_ms"": 15600, ""engine_load"": 0.27099104, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.7948, ""end_ms"": 27000, ""engine_load"": 0.427208, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.7948, ""end_ms"": 27100, ""engine_load"": 0.17388320000000002, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.7948, ""end_ms"": 49000, ""engine_load"": 0.41454176, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.7948, ""end_ms"": 76600, ""engine_load"": 0.26676896, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.7948, ""end_ms"": 120000, ""engine_load"": 0.37232096, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,352063,120000,0,0:0:8600,0,d19e485bfa719e56252bd5875d36e0c49f3a38ea6dd5b7faa62f56bfe44894a4,1637a04e8b33eb8720ca96544143f762e846ad941bde01070bc6463f0a9abe6b
contract_0097,SENSOR_CONTROL,sensor_interface_intermittent,intermittent,0.7,0,27700,900,contract_family_0,development-train,contract_profile_0097,"[{""ambient_temp_c"": 23.7961, ""end_ms"": 15600, ""engine_load"": 0.27100553, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.7961, ""end_ms"": 27000, ""engine_load"": 0.42723099999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.7961, ""end_ms"": 27100, ""engine_load"": 0.1738924, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.7961, ""end_ms"": 49000, ""engine_load"": 0.41456406999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.7961, ""end_ms"": 76600, ""engine_load"": 0.26678322, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.7961, ""end_ms"": 120000, ""engine_load"": 0.37234097, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,352074,120000,0,0:0:8600,0,9aea16effcf84b8b6617d900cdebf777a349cb46224a4fff8e708d09b2150638,552f1a5d038b64204043c390441e8730271cabafaab8913a00b5df0aab397572
contract_0098,SENSOR_CONTROL,sensor_interface_intermittent,permanent,0.7,0,28200,0,contract_family_0,development-train,contract_profile_0098,"[{""ambient_temp_c"": 23.7974, ""end_ms"": 15600, ""engine_load"": 0.27102002, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.7974, ""end_ms"": 27000, ""engine_load"": 0.42725399999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.7974, ""end_ms"": 27100, ""engine_load"": 0.1739016, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.7974, ""end_ms"": 49000, ""engine_load"": 0.41458638, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.7974, ""end_ms"": 76600, ""engine_load"": 0.26679748, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.7974, ""end_ms"": 120000, ""engine_load"": 0.37236097999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,352085,120000,0,0:0:8600,0,8336e1f1bdf15988ae5868a09d6b02bfe01e5e19e21266c1cef8c4acc4ee1fad,76838f910379be7f87a70883b1d97811943319be54b832be1cc1332e67b2dfac
contract_0099,SENSOR_CONTROL,sensor_interface_intermittent,transient,2.1,0,24200,300,contract_family_0,development-train,contract_profile_0099,"[{""ambient_temp_c"": 23.798699999999997, ""end_ms"": 15600, ""engine_load"": 0.27103451, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.798699999999997, ""end_ms"": 27000, ""engine_load"": 0.42727699999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.798699999999997, ""end_ms"": 27100, ""engine_load"": 0.1739108, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.798699999999997, ""end_ms"": 49000, ""engine_load"": 0.41460868999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.798699999999997, ""end_ms"": 76600, ""engine_load"": 0.26681173999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.798699999999997, ""end_ms"": 120000, ""engine_load"": 0.37238098999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,352096,120000,0,0:0:8600,0,5ea201f27c0ba2bfd80a1e53f7cd4b20cc8d53e645d3fc79ae3763a6a824002c,dd6d33a7c2294fec11097b57e9a42c6d7903aa1f7cb27a5c6e1b8f6b2640a66f
contract_0100,SENSOR_CONTROL,sensor_interface_intermittent,intermittent,2.1,0,24700,900,contract_family_0,development-train,contract_profile_0100,"[{""ambient_temp_c"": 23.799999999999997, ""end_ms"": 15600, ""engine_load"": 0.271049, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.799999999999997, ""end_ms"": 27000, ""engine_load"": 0.4273, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.799999999999997, ""end_ms"": 27100, ""engine_load"": 0.17392000000000002, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.799999999999997, ""end_ms"": 49000, ""engine_load"": 0.414631, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.799999999999997, ""end_ms"": 76600, ""engine_load"": 0.266826, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.799999999999997, ""end_ms"": 120000, ""engine_load"": 0.37240100000000004, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]",[],static_target,352107,120000,0,0:0:8600,0,72f82b61ed6a030d892401e1e9d2b45f09de8119f785f6cbaba89491a7bf4a49,0c87162175f0ee6da6082eeb93143062155c3125657475a2aaa9fdd5e824be74
contract_0101,SENSOR_CONTROL,sensor_interface_intermittent,permanent,2.1,0,25200,0,contract_family_0,development-train,contract_profile_0101,"[{""ambient_temp_c"": 23.801299999999998, ""end_ms"": 15600, ""engine_load"": 0.27106349, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 16.39}, {""ambient_temp_c"": 23.801299999999998, ""end_ms"": 27000, ""engine_load"": 0.427323, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 15600, ""vehicle_speed_kph"": 24.9}, {""ambient_temp_c"": 23.801299999999998, ""end_ms"": 27100, ""engine_load"": 0.1739292, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27000, ""vehicle_speed_kph"": 11.1}, {""ambient_temp_c"": 23.801299999999998, ""end_ms"": 49000, ""engine_load"": 0.41465331, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 27100, ""vehicle_speed_kph"": 24.209999999999997}, {""ambient_temp_c"": 23.801299999999998, ""end_ms"": 76600, ""engine_load"": 0.26684026, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49000, ""vehicle_speed_kph"": 16.16}, {""ambient_temp_c"": 23.801299999999998, ""end_ms"": 120000, ""engine_load"": 0.37242101, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 76600, ""vehicle_speed_kph"": 21.91}]","[[31300, 99], [62100, 92]]",authorized_updates,352118,120000,0,0:0:8600,0,00ba94aaf5b4ec591c7a0ec70fef7403adfd67c105dbd1f311c4373173da17cd,77775f50cc8d82bf819c8d31d78e2ec5bbce321d8ec2c38469f7551e9e1367a4
