run_id,origin,model,behavior,magnitude,stuck_polarity,start_ms,duration_ms,group,partition,profile,profile_json,target_updates_json,workload,seed,simulation_duration_ms,sensor_variation,profile_semantic_sha256,configuration_sha256,initially_latent_stuck
current_0010,MEMORY,stuck_bit,intermittent,1,1,25300,13700,operating_family_0,development-train,current_profile_0010,"[{""ambient_temp_c"": 22.03, ""end_ms"": 18100, ""engine_load"": 0.29787299999999994, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.03, ""end_ms"": 49300, ""engine_load"": 0.4317, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.03, ""end_ms"": 87100, ""engine_load"": 0.35831099999999994, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.03, ""end_ms"": 120000, ""engine_load"": 0.41011499999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1211,120000,0:0:6000,75cfd339498374310b622c67e319524276469d93ee303538ed6dbad6e3386347,aee63bccada864db1a703234adc03384df9eddf056f2def59061cb5b0b75dd6c,0
current_0011,MEMORY,stuck_bit,permanent,1,1,25600,18500,operating_family_0,development-train,current_profile_0011,"[{""ambient_temp_c"": 22.033, ""end_ms"": 18100, ""engine_load"": 0.2979903, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.033, ""end_ms"": 49300, ""engine_load"": 0.43187, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.033, ""end_ms"": 87100, ""engine_load"": 0.35845209999999994, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.033, ""end_ms"": 120000, ""engine_load"": 0.41027649999999993, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]","[[30000, 99], [60000, 92]]",authorized_updates,1212,120000,0:0:6000,ea3bcbf6da869d7f8159010b8fc1a0f48483dd39f14f8e6f1d3e98a28e339946,9b465a05fe8391c49142bd19675b5d9f200447009d6067daa32fa6b652a3303e,0
current_0012,MEMORY,stuck_bit,transient,2,0,25900,9700,operating_family_0,development-train,current_profile_0012,"[{""ambient_temp_c"": 22.036, ""end_ms"": 18100, ""engine_load"": 0.2981076, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.036, ""end_ms"": 49300, ""engine_load"": 0.43204, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.036, ""end_ms"": 87100, ""engine_load"": 0.35859319999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.036, ""end_ms"": 120000, ""engine_load"": 0.41043799999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1213,120000,0:0:6000,c1f576287a82add051fc071676ebc39acf9d4a6a9f6bb6664119bead85cb164b,2954ac3d3bb07c3c2c965b69a73ac9968fa8939324a9e2de9b0c297d709e9c49,0
current_0013,MEMORY,stuck_bit,intermittent,2,0,26200,13700,operating_family_0,development-train,current_profile_0013,"[{""ambient_temp_c"": 22.039, ""end_ms"": 18100, ""engine_load"": 0.29822489999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.039, ""end_ms"": 49300, ""engine_load"": 0.43221, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.039, ""end_ms"": 87100, ""engine_load"": 0.35873429999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.039, ""end_ms"": 120000, ""engine_load"": 0.41059949999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]","[[30000, 99], [60000, 92]]",authorized_updates,1214,120000,0:0:6000,9bf6ef75b5b0ed23d52fcfa1be5617431a0f312ff7fba89cdce16c1473dba1de,d17276f00647a10cc867f725309aa34fd52d1b28ebd6cd86ca560b42ada510b6,0
current_0014,MEMORY,stuck_bit,permanent,2,0,26500,18500,operating_family_0,development-train,current_profile_0014,"[{""ambient_temp_c"": 22.042, ""end_ms"": 18100, ""engine_load"": 0.29834219999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.042, ""end_ms"": 49300, ""engine_load"": 0.43238, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.042, ""end_ms"": 87100, ""engine_load"": 0.35887539999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.042, ""end_ms"": 120000, ""engine_load"": 0.410761, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1215,120000,0:0:6000,b832bf6edc73964a2a39bbba5dc30fd25dbebfc415a6297c350800d3fbeb6231,17fd6bf8f316f8fd5b0ec04cbb4ee64a9288061f5d96918d4fbc92fb28ee0b34,0
current_0015,MEMORY,stuck_bit,transient,2,1,26800,9700,operating_family_0,development-train,current_profile_0015,"[{""ambient_temp_c"": 22.045, ""end_ms"": 18100, ""engine_load"": 0.2984595, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.045, ""end_ms"": 49300, ""engine_load"": 0.43255, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.045, ""end_ms"": 87100, ""engine_load"": 0.35901649999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.045, ""end_ms"": 120000, ""engine_load"": 0.41092249999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]","[[30000, 99], [60000, 92]]",authorized_updates,1216,120000,0:0:6000,5b5f8048e388734b13e8b83942eab3274fe7fe95c65bbd0d83558658b39b9589,2d9d551865bba74a5aaf5c454e5876bc2ce49febc98450e4ff18510224aba3c1,1
current_0016,MEMORY,stuck_bit,intermittent,2,1,24700,13700,operating_family_0,development-train,current_profile_0016,"[{""ambient_temp_c"": 22.048, ""end_ms"": 18100, ""engine_load"": 0.2985768, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.048, ""end_ms"": 49300, ""engine_load"": 0.43272, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.048, ""end_ms"": 87100, ""engine_load"": 0.35915759999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.048, ""end_ms"": 120000, ""engine_load"": 0.41108399999999995, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1217,120000,0:0:6000,b2fb6099b7dc11e185bf01ef5e74dfaec373fdb1a007e8b94fdabc0c8b0073d4,702a1e54a2fbf2da057be5bc19ac396cbf9409b1fd21ca28a7f959c1c15b3e4d,1
current_0017,MEMORY,stuck_bit,permanent,2,1,25000,18500,operating_family_0,development-train,current_profile_0017,"[{""ambient_temp_c"": 22.051, ""end_ms"": 18100, ""engine_load"": 0.29869409999999996, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.051, ""end_ms"": 49300, ""engine_load"": 0.43289, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.051, ""end_ms"": 87100, ""engine_load"": 0.35929869999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.051, ""end_ms"": 120000, ""engine_load"": 0.4112455, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]","[[30000, 99], [60000, 92]]",authorized_updates,1218,120000,0:0:6000,e1f69a1136b74b9cd3c9bd533a65b5c454d733e90983d94bcd03e48357332401,ca212525d91ce4c0a27639b6f3fb95b27f704376d684ce81f08f8c44f0f2cb92,1
current_0018,MEMORY,stuck_bit,transient,3,0,25300,9700,operating_family_0,development-train,current_profile_0018,"[{""ambient_temp_c"": 22.054, ""end_ms"": 18100, ""engine_load"": 0.2988114, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.054, ""end_ms"": 49300, ""engine_load"": 0.43306, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.054, ""end_ms"": 87100, ""engine_load"": 0.3594398, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.054, ""end_ms"": 120000, ""engine_load"": 0.41140699999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1219,120000,0:0:6000,a24de264a5f8ecb52fdd5ab757a192f4c04cd495d1a7fbb2711b3f62e444812c,cd48fa113f9cbe10a7d5c3730d5bd2ef0471dbfeaf0c063929ba18ffb201c281,0
current_0019,MEMORY,stuck_bit,intermittent,3,0,25600,13700,operating_family_0,development-train,current_profile_0019,"[{""ambient_temp_c"": 22.057, ""end_ms"": 18100, ""engine_load"": 0.2989287, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.057, ""end_ms"": 49300, ""engine_load"": 0.43323, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.057, ""end_ms"": 87100, ""engine_load"": 0.3595809, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.057, ""end_ms"": 120000, ""engine_load"": 0.4115685, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]","[[30000, 99], [60000, 92]]",authorized_updates,1220,120000,0:0:6000,4d746d1bef20d9b8ec56a8c0c834df5b6b5f6244c1167cdbfae30ad7a35fb14c,74cb1a57bac458ae9574cd38879c4be2b8a677b2b9c47c510450f57870729776,0
current_0020,MEMORY,stuck_bit,permanent,3,0,25900,18500,operating_family_0,development-train,current_profile_0020,"[{""ambient_temp_c"": 22.06, ""end_ms"": 18100, ""engine_load"": 0.299046, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.06, ""end_ms"": 49300, ""engine_load"": 0.4334, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.06, ""end_ms"": 87100, ""engine_load"": 0.359722, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.06, ""end_ms"": 120000, ""engine_load"": 0.41173, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1221,120000,0:0:6000,6ddf13e36e367e79438296a3fc300c173ed13761bc3022dca0885c760af21658,0dfd4d49aa804d156b9d08776928bf5d2f9f7cc766c31c52291cff4471e23c71,0
current_0021,MEMORY,stuck_bit,transient,3,1,26200,9700,operating_family_0,development-train,current_profile_0021,"[{""ambient_temp_c"": 22.063, ""end_ms"": 18100, ""engine_load"": 0.29916329999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.063, ""end_ms"": 49300, ""engine_load"": 0.43357, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.063, ""end_ms"": 87100, ""engine_load"": 0.3598631, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.063, ""end_ms"": 120000, ""engine_load"": 0.41189149999999997, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]","[[30000, 99], [60000, 92]]",authorized_updates,1222,120000,0:0:6000,ded1a241b42cb9e1ce8bc5c20dbf4b67979be07e1250e8b49fa984dea62d8b1e,16a2864edfaa673ee965e99425fb95ba723cb6441ca584644fdb26ce03d3139d,1
current_0022,MEMORY,stuck_bit,intermittent,3,1,26500,13700,operating_family_0,development-train,current_profile_0022,"[{""ambient_temp_c"": 22.066, ""end_ms"": 18100, ""engine_load"": 0.2992806, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 0, ""vehicle_speed_kph"": 48.989999999999995}, {""ambient_temp_c"": 22.066, ""end_ms"": 49300, ""engine_load"": 0.43374, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 18100, ""vehicle_speed_kph"": 71}, {""ambient_temp_c"": 22.066, ""end_ms"": 87100, ""engine_load"": 0.3600042, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 49300, ""vehicle_speed_kph"": 58.93}, {""ambient_temp_c"": 22.066, ""end_ms"": 120000, ""engine_load"": 0.412053, ""external_airflow_factor"": 0, ""road_slope_percent"": 0, ""start_ms"": 87100, ""vehicle_speed_kph"": 67.45}]",[],static_target,1223,120000,0:0:6000,5364609e69859f168e9257d4a99b4fa0402b38590856d2c960598d2ebabd490a,90c040cbd96b5ce009569dfca3877a1fef59d28fc9df766c19af5a5d7c4213fd,1
